row_id,target,role,split_seed
190,5,train,2024
191,3,validation,2024
192,0,train,2024
193,2,validation,2024
194,9,train,2024
195,7,validation,2024
196,3,train,2024
197,2,train,2024
198,6,train,2024
199,0,validation,2024
200,8,train,2024
201,9,train,2024
202,9,validation,2024
203,4,train,2024
204,0,train,2024
205,1,train,2024
206,3,train,2024
207,5,train,2024
208,7,train,2024
209,7,train,2024
210,9,validation,2024
211,3,train,2024
212,0,train,2024
213,3,train,2024
214,7,validation,2024
215,4,train,2024
216,0,validation,2024
217,9,train,2024
218,9,train,2024
219,7,train,2024
220,6,train,2024
221,3,train,2024
222,2,train,2024
223,3,train,2024
224,3,train,2024
225,1,train,2024
226,8,train,2024
227,5,train,2024
228,3,train,2024
229,2,validation,2024
230,6,train,2024
231,8,train,2024
232,1,train,2024
233,7,train,2024
234,4,train,2024
235,9,train,2024
236,7,train,2024
237,0,train,2024
238,3,train,2024
239,0,train,2024
240,8,train,2024
241,3,train,2024
242,7,train,2024
243,3,train,2024
244,0,train,2024
245,5,train,2024
246,8,validation,2024
247,5,validation,2024
248,8,train,2024
249,9,train,2024
250,9,validation,2024
251,0,validation,2024
252,2,train,2024
253,7,train,2024
254,3,train,2024
255,2,train,2024
256,2,train,2024
257,8,train,2024
258,2,train,2024
259,3,train,2024
260,9,train,2024
261,7,train,2024
262,0,train,2024
263,9,train,2024
264,4,train,2024
265,4,train,2024
266,4,train,2024
267,6,validation,2024
268,5,train,2024
269,1,train,2024
270,0,train,2024
271,8,validation,2024
272,8,train,2024
273,7,validation,2024
274,5,validation,2024
275,8,train,2024
276,9,train,2024
277,3,train,2024
278,8,train,2024
279,4,train,2024
280,7,train,2024
281,2,train,2024
282,7,train,2024
283,1,train,2024
284,6,train,2024
285,6,validation,2024
286,7,train,2024
287,8,train,2024
288,1,validation,2024
289,5,train,2024
290,5,train,2024
291,3,train,2024
292,6,train,2024
293,2,train,2024
294,9,train,2024
295,5,validation,2024
296,2,train,2024
297,7,train,2024
298,4,train,2024
299,8,train,2024
300,2,validation,2024
301,2,train,2024
302,4,train,2024
303,0,train,2024
304,6,train,2024
305,2,train,2024
306,8,train,2024
307,9,train,2024
308,9,train,2024
309,7,train,2024
310,7,train,2024
311,5,train,2024
312,2,train,2024
313,8,train,2024
314,9,train,2024
315,5,train,2024
316,9,train,2024
317,0,train,2024
318,7,train,2024
319,6,train,2024
320,2,train,2024
321,4,train,2024
322,6,train,2024
323,1,train,2024
324,0,train,2024
325,2,train,2024
326,6,train,2024
327,9,train,2024
328,6,train,2024
329,8,train,2024
330,8,validation,2024
331,8,train,2024
332,1,train,2024
333,0,train,2024
334,7,train,2024
335,1,train,2024
336,7,train,2024
337,2,train,2024
338,7,train,2024
339,9,validation,2024
340,5,train,2024
341,3,train,2024
342,2,train,2024
343,8,validation,2024
344,6,validation,2024
345,2,train,2024
346,1,train,2024
347,4,train,2024
348,9,train,2024
349,1,train,2024
350,6,train,2024
351,4,train,2024
352,5,train,2024
353,3,train,2024
354,6,train,2024
355,4,train,2024
356,9,validation,2024
357,6,train,2024
358,0,train,2024
359,5,train,2024
360,6,train,2024
361,8,train,2024
362,4,train,2024
363,8,train,2024
364,9,train,2024
365,5,train,2024
366,3,train,2024
367,2,train,2024
368,6,validation,2024
369,6,train,2024
370,5,validation,2024
371,2,train,2024
372,7,train,2024
373,7,train,2024
374,6,validation,2024
375,0,train,2024
376,6,train,2024
377,6,validation,2024
378,2,train,2024
379,8,train,2024
380,4,train,2024
381,3,validation,2024
382,4,train,2024
383,6,train,2024
384,6,train,2024
385,3,validation,2024
386,7,train,2024
387,5,train,2024
388,1,train,2024
389,8,train,2024
390,5,train,2024
391,4,train,2024
392,8,train,2024
393,3,train,2024
394,0,train,2024
395,3,train,2024
396,6,train,2024
397,9,train,2024
398,8,train,2024
399,0,validation,2024
400,8,train,2024
401,8,train,2024
402,1,validation,2024
403,7,train,2024
404,6,train,2024
405,9,train,2024
406,7,train,2024
407,8,train,2024
408,2,train,2024
409,2,train,2024
410,7,validation,2024
411,8,train,2024
412,3,validation,2024
413,3,train,2024
414,8,train,2024
415,6,train,2024
416,8,train,2024
417,9,train,2024
418,2,train,2024
419,3,train,2024
420,1,train,2024
421,8,train,2024
422,6,train,2024
423,7,validation,2024
424,3,train,2024
425,4,train,2024
426,8,train,2024
427,7,train,2024
428,2,train,2024
429,2,train,2024
430,4,train,2024
431,0,train,2024
432,0,train,2024
433,2,train,2024
434,9,validation,2024
435,2,validation,2024
436,9,train,2024
437,5,validation,2024
438,9,train,2024
439,9,train,2024
440,9,train,2024
441,8,train,2024
442,8,train,2024
443,4,train,2024
444,9,train,2024
445,8,train,2024
446,6,train,2024
447,7,train,2024
448,0,train,2024
449,0,validation,2024
450,5,validation,2024
451,4,train,2024
452,4,train,2024
453,5,train,2024
454,1,train,2024
455,5,train,2024
456,5,train,2024
457,4,validation,2024
458,7,train,2024
459,5,train,2024
460,5,train,2024
461,0,train,2024
462,3,train,2024
463,0,validation,2024
464,5,train,2024
465,3,train,2024
466,7,train,2024
467,6,train,2024
468,6,train,2024
469,9,train,2024
470,6,train,2024
471,0,train,2024
472,3,train,2024
473,3,train,2024
474,7,train,2024
475,2,validation,2024
476,9,train,2024
477,8,validation,2024
478,9,train,2024
479,5,train,2024
480,2,train,2024
481,6,train,2024
482,0,train,2024
483,8,train,2024
484,4,train,2024
485,0,train,2024
486,6,train,2024
487,8,train,2024
488,0,train,2024
489,1,validation,2024
490,5,train,2024
491,1,train,2024
492,9,train,2024
493,8,train,2024
494,8,validation,2024
495,4,train,2024
496,2,train,2024
497,4,train,2024
498,8,validation,2024
499,6,validation,2024
500,2,train,2024
501,0,train,2024
502,4,train,2024
503,7,train,2024
504,1,train,2024
505,6,train,2024
506,3,train,2024
507,7,validation,2024
508,8,validation,2024
509,7,validation,2024
510,3,validation,2024
511,1,validation,2024
512,7,validation,2024
513,3,validation,2024
514,0,validation,2024
515,2,validation,2024
516,1,train,2024
517,6,train,2024
518,8,train,2024
519,0,train,2024
520,6,train,2024
521,8,train,2024
522,8,train,2024
523,6,train,2024
524,6,train,2024
525,5,train,2024
526,7,train,2024
527,9,train,2024
528,8,train,2024
529,6,train,2024
530,6,train,2024
531,3,train,2024
532,8,train,2024
533,9,train,2024
534,9,train,2024
535,0,train,2024
536,4,train,2024
537,5,validation,2024
538,5,train,2024
539,5,train,2024
540,0,validation,2024
541,6,train,2024
542,1,train,2024
543,9,validation,2024
544,4,train,2024
545,3,train,2024
546,7,train,2024
547,3,validation,2024
548,8,validation,2024
549,2,validation,2024
550,2,train,2024
551,0,train,2024
552,8,train,2024
553,8,train,2024
554,3,train,2024
555,4,validation,2024
556,0,train,2024
557,9,train,2024
558,9,train,2024
559,9,train,2024
560,3,validation,2024
561,0,train,2024
562,6,train,2024
563,1,train,2024
564,9,validation,2024
565,4,validation,2024
566,6,train,2024
567,1,validation,2024
568,9,train,2024
569,7,train,2024
570,4,train,2024
571,6,validation,2024
572,0,train,2024
573,4,train,2024
574,9,train,2024
575,9,train,2024
576,6,train,2024
577,4,train,2024
578,4,train,2024
579,5,train,2024
580,2,train,2024
581,1,validation,2024
582,7,train,2024
583,9,train,2024
584,2,train,2024
585,4,train,2024
586,8,train,2024
587,8,train,2024
588,6,train,2024
589,2,validation,2024
590,0,train,2024
591,8,train,2024
592,7,train,2024
593,0,validation,2024
594,7,validation,2024
595,5,train,2024
596,8,train,2024
597,9,train,2024
598,0,train,2024
599,9,train,2024
600,4,train,2024
601,1,train,2024
602,2,train,2024
603,2,train,2024
604,3,train,2024
605,4,train,2024
606,6,train,2024
607,6,train,2024
608,6,train,2024
609,7,train,2024
610,2,train,2024
611,1,train,2024
612,4,train,2024
613,7,train,2024
614,3,train,2024
615,9,train,2024
616,7,train,2024
617,4,train,2024
618,1,train,2024
619,7,validation,2024
620,4,train,2024
621,9,train,2024
622,7,train,2024
623,1,train,2024
624,1,train,2024
625,0,train,2024
626,1,train,2024
627,3,train,2024
628,5,validation,2024
629,9,train,2024
630,2,train,2024
631,2,train,2024
632,5,train,2024
633,9,train,2024
634,7,train,2024
635,9,train,2024
636,4,validation,2024
637,8,train,2024
638,1,train,2024
639,3,validation,2024
640,2,train,2024
641,4,train,2024
642,7,train,2024
643,0,train,2024
644,0,validation,2024
645,9,validation,2024
646,0,validation,2024
647,5,validation,2024
648,1,train,2024
649,3,train,2024
650,9,train,2024
651,8,train,2024
652,5,train,2024
653,5,validation,2024
654,6,validation,2024
655,5,validation,2024
656,1,train,2024
657,5,train,2024
658,4,validation,2024
659,2,train,2024
660,8,train,2024
661,3,train,2024
662,3,train,2024
663,3,validation,2024
664,9,train,2024
665,1,train,2024
666,1,train,2024
667,0,train,2024
668,4,validation,2024
669,7,train,2024
670,0,train,2024
671,7,train,2024
672,8,train,2024
673,1,train,2024
674,9,train,2024
675,0,validation,2024
676,3,train,2024
677,1,train,2024
678,2,train,2024
679,4,train,2024
680,1,train,2024
681,3,validation,2024
682,9,train,2024
683,4,train,2024
684,6,train,2024
685,7,validation,2024
686,5,train,2024
687,8,train,2024
688,8,train,2024
689,4,train,2024
690,0,train,2024
691,2,train,2024
692,2,train,2024
693,3,train,2024
694,2,train,2024
695,1,validation,2024
696,4,train,2024
697,9,validation,2024
698,8,train,2024
699,3,train,2024
700,4,validation,2024
701,4,train,2024
702,2,train,2024
703,4,train,2024
704,6,train,2024
705,1,validation,2024
706,1,train,2024
707,9,train,2024
708,1,validation,2024
709,6,train,2024
710,5,train,2024
711,1,train,2024
712,4,train,2024
713,6,train,2024
714,6,train,2024
715,4,train,2024
716,5,train,2024
717,0,train,2024
718,7,train,2024
719,6,train,2024
720,4,train,2024
721,5,train,2024
722,5,train,2024
723,6,train,2024
724,8,train,2024
725,3,train,2024
726,6,validation,2024
727,5,train,2024
728,5,train,2024
729,4,train,2024
730,2,train,2024
731,9,train,2024
732,9,train,2024
733,8,train,2024
734,4,validation,2024
735,6,train,2024
736,9,train,2024
737,8,validation,2024
738,4,train,2024
739,2,train,2024
740,7,train,2024
741,2,validation,2024
742,1,train,2024
743,6,train,2024
744,5,train,2024
745,8,validation,2024
746,2,train,2024
747,2,train,2024
748,8,train,2024
749,1,train,2024
750,3,train,2024
751,7,train,2024
752,5,train,2024
753,2,train,2024
754,1,train,2024
755,0,train,2024
756,6,train,2024
757,3,train,2024
758,0,train,2024
759,0,train,2024
760,2,train,2024
761,2,train,2024
762,1,train,2024
763,4,train,2024
764,3,validation,2024
765,4,validation,2024
766,9,validation,2024
767,0,validation,2024
768,9,train,2024
769,3,train,2024
770,9,train,2024
771,1,train,2024
772,7,train,2024
773,0,train,2024
774,1,train,2024
775,7,train,2024
776,0,train,2024
777,8,train,2024
778,3,validation,2024
779,5,train,2024
780,8,train,2024
781,3,train,2024
782,0,train,2024
783,2,validation,2024
784,7,train,2024
785,3,train,2024
786,8,validation,2024
787,3,train,2024
788,5,train,2024
789,3,validation,2024
790,7,train,2024
791,2,train,2024
792,1,train,2024
793,2,train,2024
794,4,train,2024
795,5,train,2024
796,7,train,2024
797,1,validation,2024
798,2,train,2024
799,5,validation,2024
800,4,train,2024
801,4,train,2024
802,4,train,2024
803,7,train,2024
804,7,train,2024
805,9,validation,2024
806,3,train,2024
807,7,validation,2024
808,8,train,2024
809,8,train,2024
810,6,validation,2024
811,5,train,2024
812,4,train,2024
813,5,train,2024
814,6,train,2024
815,1,train,2024
816,8,train,2024
817,3,train,2024
818,7,train,2024
819,7,validation,2024
820,5,train,2024
821,6,validation,2024
822,4,train,2024
823,0,train,2024
824,3,train,2024
825,3,train,2024
826,0,train,2024
827,7,train,2024
828,8,train,2024
829,0,train,2024
830,4,train,2024
831,1,train,2024
832,5,train,2024
833,3,train,2024
834,5,train,2024
835,7,train,2024
836,4,train,2024
837,1,validation,2024
838,8,train,2024
839,3,train,2024
840,7,train,2024
841,1,train,2024
842,6,validation,2024
843,7,train,2024
844,5,train,2024
845,2,train,2024
846,4,train,2024
847,5,train,2024
848,1,validation,2024
849,9,train,2024
850,1,train,2024
851,3,validation,2024
852,0,train,2024
853,5,train,2024
854,5,train,2024
855,0,train,2024
856,8,train,2024
857,3,train,2024
858,7,train,2024
859,4,validation,2024
860,6,train,2024
861,2,train,2024
862,8,train,2024
863,3,train,2024
864,5,train,2024
865,4,train,2024
866,6,train,2024
867,0,train,2024
868,6,validation,2024
869,8,train,2024
870,2,train,2024
871,8,train,2024
872,6,validation,2024
873,5,train,2024
874,5,train,2024
875,7,train,2024
876,5,validation,2024
877,7,train,2024
878,0,train,2024
879,3,validation,2024
880,5,train,2024
881,4,train,2024
882,0,train,2024
883,0,train,2024
884,9,train,2024
885,1,train,2024
886,6,train,2024
887,5,train,2024
888,0,train,2024
889,1,validation,2024
890,2,train,2024
891,3,train,2024
892,7,train,2024
893,5,validation,2024
894,2,train,2024
895,8,train,2024
896,2,train,2024
897,4,validation,2024
898,5,train,2024
899,4,train,2024
900,1,train,2024
901,7,train,2024
902,4,validation,2024
903,2,train,2024
904,7,train,2024
905,7,validation,2024
906,4,train,2024
907,7,train,2024
908,1,train,2024
909,0,train,2024
910,9,train,2024
911,4,train,2024
912,0,train,2024
913,5,train,2024
914,8,train,2024
915,1,train,2024
916,3,validation,2024
917,4,train,2024
918,7,validation,2024
919,8,validation,2024
920,5,train,2024
921,0,train,2024
922,2,train,2024
923,0,validation,2024
924,0,train,2024
925,9,train,2024
926,9,train,2024
927,0,train,2024
928,4,train,2024
929,7,train,2024
930,1,validation,2024
931,7,validation,2024
932,0,train,2024
933,4,train,2024
934,1,train,2024
935,0,train,2024
936,2,train,2024
937,2,train,2024
938,8,train,2024
939,5,train,2024
940,5,validation,2024
941,2,train,2024
942,7,train,2024
943,7,train,2024
944,6,train,2024
945,5,validation,2024
946,9,train,2024
947,4,validation,2024
948,3,train,2024
949,6,validation,2024
950,0,validation,2024
951,3,train,2024
952,6,train,2024
953,2,validation,2024
954,8,train,2024
955,7,train,2024
956,0,validation,2024
957,3,validation,2024
958,0,train,2024
959,6,train,2024
960,9,train,2024
961,6,train,2024
962,4,train,2024
963,9,train,2024
964,3,train,2024
965,1,train,2024
966,5,train,2024
967,8,train,2024
968,6,train,2024
969,5,train,2024
970,4,train,2024
971,9,validation,2024
972,3,validation,2024
973,3,train,2024
974,3,train,2024
975,3,train,2024
976,9,train,2024
977,4,train,2024
978,3,train,2024
979,3,train,2024
980,6,train,2024
981,2,train,2024
982,3,validation,2024
983,8,train,2024
984,8,train,2024
985,8,validation,2024
986,0,train,2024
987,0,train,2024
988,2,train,2024
989,4,train,2024
990,5,validation,2024
991,3,train,2024
992,0,train,2024
993,3,train,2024
994,2,validation,2024
995,2,validation,2024
996,4,train,2024
997,5,train,2024
998,1,train,2024
999,1,train,2024
1000,7,train,2024
1001,8,train,2024
1002,3,train,2024
1003,6,train,2024
1004,9,validation,2024
1005,6,train,2024
1006,3,train,2024
1007,7,train,2024
1008,8,train,2024
1009,5,train,2024
1010,5,train,2024
1011,6,train,2024
1012,3,train,2024
1013,8,train,2024
1014,8,train,2024
1015,1,train,2024
1016,7,train,2024
1017,7,train,2024
1018,2,train,2024
1019,7,train,2024
1020,4,train,2024
1021,4,train,2024
1022,6,validation,2024
1023,5,train,2024
1024,4,train,2024
1025,3,train,2024
1026,6,train,2024
1027,7,validation,2024
1028,4,train,2024
1029,5,train,2024
1030,2,train,2024
1031,0,train,2024
1032,3,train,2024
1033,2,train,2024
1034,4,train,2024
1035,1,train,2024
1036,3,validation,2024
1037,1,train,2024
1038,2,validation,2024
1039,3,train,2024
1040,2,train,2024
1041,1,train,2024
1042,6,train,2024
1043,0,train,2024
1044,5,train,2024
1045,2,train,2024
1046,3,train,2024
1047,4,validation,2024
1048,8,validation,2024
1049,5,train,2024
1050,5,train,2024
1051,2,validation,2024
1052,2,train,2024
1053,5,validation,2024
1054,1,train,2024
1055,7,train,2024
1056,2,train,2024
1057,0,train,2024
1058,0,train,2024
1059,5,train,2024
1060,1,validation,2024
1061,4,train,2024
1062,2,train,2024
1063,8,validation,2024
1064,7,validation,2024
1065,6,train,2024
1066,8,train,2024
1067,3,train,2024
1068,8,train,2024
1069,4,train,2024
1070,6,train,2024
1071,9,train,2024
1072,4,train,2024
1073,2,train,2024
1074,5,train,2024
1075,4,train,2024
1076,7,train,2024
1077,4,train,2024
1078,4,train,2024
1079,8,train,2024
1080,9,validation,2024
1081,1,train,2024
1082,8,train,2024
1083,7,train,2024
1084,8,train,2024
1085,2,train,2024
1086,6,validation,2024
1087,7,train,2024
1088,8,train,2024
1089,0,train,2024
1090,7,train,2024
1091,4,train,2024
1092,9,train,2024
1093,4,validation,2024
1094,4,train,2024
1095,5,validation,2024
1096,3,train,2024
1097,8,validation,2024
1098,2,train,2024
1099,3,train,2024
1100,5,train,2024
1101,1,train,2024
1102,7,train,2024
1103,1,validation,2024
1104,8,train,2024
1105,8,train,2024
1106,3,train,2024
1107,8,validation,2024
1108,1,train,2024
1109,1,train,2024
1110,1,train,2024
1111,4,train,2024
1112,9,train,2024
1113,0,train,2024
1114,9,train,2024
1115,3,train,2024
1116,0,train,2024
1117,6,train,2024
1118,6,train,2024
1119,0,train,2024
1120,8,train,2024
1121,7,train,2024
1122,8,validation,2024
1123,6,validation,2024
1124,3,train,2024
1125,1,train,2024
1126,6,train,2024
1127,4,train,2024
1128,3,train,2024
1129,0,train,2024
1130,6,train,2024
1131,6,train,2024
1132,8,train,2024
1133,8,train,2024
1134,9,train,2024
1135,0,train,2024
1136,5,train,2024
1137,8,validation,2024
1138,1,validation,2024
1139,4,train,2024
1140,3,train,2024
1141,1,train,2024
1142,1,train,2024
1143,3,train,2024
1144,0,train,2024
1145,5,train,2024
1146,5,train,2024
1147,9,train,2024
1148,4,train,2024
1149,1,train,2024
1150,6,validation,2024
1151,4,validation,2024
1152,1,train,2024
1153,4,train,2024
1154,3,validation,2024
1155,2,validation,2024
1156,6,train,2024
1157,5,train,2024
1158,7,train,2024
1159,7,train,2024
1160,7,train,2024
1161,9,train,2024
1162,2,train,2024
1163,9,validation,2024
1164,8,train,2024
1165,6,train,2024
1166,3,train,2024
1167,8,train,2024
1168,7,train,2024
1169,6,validation,2024
1170,9,train,2024
1171,4,train,2024
1172,6,train,2024
1173,1,train,2024
1174,1,train,2024
1175,4,train,2024
1176,6,train,2024
1177,6,validation,2024
1178,1,validation,2024
1179,0,train,2024
1180,5,train,2024
1181,1,train,2024
1182,3,train,2024
1183,9,train,2024
1184,4,train,2024
1185,3,train,2024
1186,2,train,2024
1187,3,validation,2024
1188,4,train,2024
1189,4,train,2024
1190,9,train,2024
1191,4,train,2024
1192,5,train,2024
1193,0,validation,2024
1194,0,train,2024
1195,3,train,2024
1196,1,train,2024
1197,7,train,2024
1198,8,validation,2024
1199,0,train,2024
1200,7,train,2024
1201,5,validation,2024
1202,0,train,2024
1203,7,validation,2024
1204,8,train,2024
1205,6,train,2024
1206,3,train,2024
1207,7,validation,2024
1208,2,train,2024
1209,5,validation,2024
1210,9,train,2024
1211,0,validation,2024
1212,6,train,2024
1213,2,validation,2024
1214,8,train,2024
1215,6,train,2024
1216,9,train,2024
1217,6,train,2024
1218,1,train,2024
1219,9,train,2024
1220,1,validation,2024
1221,0,train,2024
1222,9,train,2024
1223,3,train,2024
1224,2,train,2024
1225,1,train,2024
1226,3,train,2024
1227,8,train,2024
1228,1,train,2024
1229,8,validation,2024
1230,9,train,2024
1231,9,train,2024
1232,2,train,2024
1233,3,train,2024
1234,4,train,2024
1235,2,train,2024
1236,0,train,2024
1237,3,train,2024
1238,3,train,2024
1239,3,train,2024
1240,8,validation,2024
1241,5,train,2024
1242,7,validation,2024
1243,2,train,2024
1244,0,train,2024
1245,0,train,2024
1246,8,train,2024
1247,8,train,2024
1248,9,train,2024
1249,8,validation,2024
1250,7,validation,2024
1251,6,train,2024
1252,3,train,2024
1253,4,validation,2024
1254,3,train,2024
1255,3,validation,2024
1256,7,validation,2024
1257,8,train,2024
1258,2,train,2024
1259,0,validation,2024
1260,5,train,2024
1261,6,train,2024
1262,4,train,2024
1263,4,train,2024
1264,2,train,2024
1265,3,train,2024
1266,9,train,2024
1267,7,train,2024
1268,1,validation,2024
1269,4,validation,2024
1270,1,validation,2024
1271,8,train,2024
1272,2,train,2024
1273,9,train,2024
1274,3,train,2024
1275,1,train,2024
1276,3,train,2024
1277,0,train,2024
1278,5,train,2024
1279,9,train,2024
1280,8,train,2024
1281,9,train,2024
1282,5,train,2024
1283,0,train,2024
1284,3,train,2024
1285,9,train,2024
1286,7,train,2024
1287,0,train,2024
1288,1,validation,2024
1289,0,validation,2024
1290,2,train,2024
1291,0,train,2024
1292,4,train,2024
1293,2,train,2024
1294,6,train,2024
1295,8,train,2024
1296,6,train,2024
1297,6,train,2024
1298,9,train,2024
1299,7,train,2024
1300,9,validation,2024
1301,0,train,2024
1302,6,validation,2024
1303,5,validation,2024
1304,0,validation,2024
1305,7,validation,2024
1306,7,train,2024
1307,4,train,2024
1308,3,train,2024
1309,6,train,2024
1310,2,train,2024
1311,7,train,2024
1312,7,train,2024
1313,2,train,2024
1314,9,train,2024
1315,2,train,2024
1316,2,train,2024
1317,0,train,2024
1318,6,train,2024
1319,3,train,2024
1320,7,train,2024
1321,7,train,2024
1322,8,validation,2024
1323,8,train,2024
1324,6,train,2024
1325,8,train,2024
1326,5,train,2024
1327,4,train,2024
1328,4,train,2024
1329,8,train,2024
1330,5,train,2024
1331,0,train,2024
1332,8,train,2024
1333,4,train,2024
1334,9,train,2024
1335,4,train,2024
1336,2,train,2024
1337,5,train,2024
1338,3,validation,2024
1339,2,train,2024
1340,8,train,2024
1341,5,train,2024
1342,9,train,2024
1343,5,train,2024
1344,6,validation,2024
1345,0,train,2024
1346,7,train,2024
1347,6,train,2024
1348,6,train,2024
1349,2,train,2024
1350,4,train,2024
1351,8,train,2024
1352,3,train,2024
1353,8,train,2024
1354,1,validation,2024
1355,3,train,2024
1356,1,train,2024
1357,1,train,2024
1358,5,train,2024
1359,0,train,2024
1360,0,train,2024
1361,3,train,2024
1362,4,train,2024
1363,2,validation,2024
1364,5,train,2024
1365,3,train,2024
1366,9,validation,2024
1367,2,validation,2024
1368,8,train,2024
1369,7,validation,2024
1370,9,train,2024
1371,6,train,2024
1372,2,train,2024
1373,8,train,2024
1374,6,train,2024
1375,4,train,2024
1376,2,train,2024
1377,4,train,2024
1378,0,validation,2024
1379,4,train,2024
1380,1,train,2024
1381,8,validation,2024
1382,0,train,2024
1383,8,validation,2024
1384,4,train,2024
1385,3,train,2024
1386,7,train,2024
1387,8,validation,2024
1388,5,train,2024
1389,3,validation,2024
1390,7,train,2024
1391,2,train,2024
1392,6,train,2024
1393,3,train,2024
1394,1,train,2024
1395,6,train,2024
1396,9,train,2024
1397,4,train,2024
1398,2,train,2024
1399,5,validation,2024
1400,1,train,2024
1401,9,train,2024
1402,8,train,2024
1403,5,train,2024
1404,6,train,2024
1405,7,train,2024
1406,0,train,2024
1407,2,train,2024
1408,5,train,2024
1409,5,train,2024
1410,2,train,2024
1411,0,validation,2024
1412,7,validation,2024
1413,9,train,2024
1414,1,train,2024
1415,1,train,2024
1416,3,train,2024
1417,2,train,2024
1418,9,train,2024
1419,2,train,2024
1420,5,train,2024
1421,5,train,2024
1422,6,train,2024
1423,6,train,2024
1424,3,validation,2024
1425,2,validation,2024
1426,2,train,2024
1427,4,train,2024
1428,2,train,2024
1429,2,train,2024
1430,6,train,2024
1431,1,train,2024
1432,7,train,2024
1433,6,train,2024
1434,4,train,2024
1435,5,train,2024
1436,0,train,2024
1437,9,train,2024
1438,4,validation,2024
1439,9,train,2024
1440,2,train,2024
1441,1,train,2024
1442,0,train,2024
1443,1,validation,2024
1444,0,train,2024
1445,7,train,2024
1446,0,train,2024
1447,4,train,2024
1448,6,train,2024
1449,5,train,2024
1450,9,train,2024
1451,0,train,2024
1452,2,train,2024
1453,1,train,2024
1454,3,train,2024
1455,8,train,2024
1456,1,train,2024
1457,2,train,2024
1458,0,train,2024
1459,6,train,2024
1460,5,train,2024
1461,1,train,2024
1462,4,train,2024
1463,5,train,2024
1464,8,train,2024
1465,8,train,2024
1466,8,train,2024
1467,6,train,2024
1468,4,train,2024
1469,4,validation,2024
